Student ID,Grade,GPA
S06741,C,2.68
S00234,A+,3.81
S05951,B,3.09
S05738,B,3.36
S07922,C,2.12
S02349,A,3.56
S02037,A,3.51
S07485,C,2.36
S06007,B,3.31
S04554,B,3.13
S08073,C,2.26
S01459,A+,3.95
S03289,A,3.51
S03065,A,3.51
S09437,C,2.42
S00775,A+,3.74
S06833,C,2.15
S00872,A+,3.99
S08750,C,2.67
S01264,A+,3.8
S04834,B,3.05
S03895,B,3.28
S06324,B,3.24
S09213,C,2.52
S07020,C,2.4
S01221,A+,3.9
S01447,A+,3.96
S03185,A,3.52
S00409,A+,3.62
S04345,B,3.37
S03022,A,3.53
S02304,A,3.53
S06272,B,3.49
S08281,C,2.82
S06642,C,2.81
S06956,C,2.98
S02110,A,3.54
S05352,B,3.31
S09684,D,1.58
S08344,C,2.89
S04550,B,3.41
S01881,A,3.52
S05946,B,3.37
S01738,A,3.56
S07794,C,2.12
S05213,B,3.27
S03209,A,3.55
S07083,C,2.77
S02056,A,3.56
S01689,A,3.56
S04780,B,3.26
S07476,C,2.48
S07877,C,2.41
S06750,C,2.09
S08556,C,2.4
S08123,C,2.37
S06991,C,2.63
S08267,C,2.43
S08540,C,2.39
S03393,A,3.52
S06326,B,3.12
S03529,B,3.2
S04605,B,3.38
S07024,C,2.43
S06322,B,3.15
S00746,A+,3.86
S00711,A+,3.62
S00380,A+,3.79
S08783,C,2.27
S03012,A,3.56
S08859,C,2.9
S07153,C,2.45
S08567,C,2.96
S03498,A,3.56
S03890,B,3.47
S04485,B,3.16
S04012,B,3.07
S02620,A,3.56
S06671,C,2.85
S06513,C,2.52
S03468,A,3.55
S01314,A+,3.68
S08606,C,2.8
S02070,A,3.57
S02983,A,3.52
S05915,B,3.5
S09171,C,2.46
S01286,A+,3.93
S08991,C,2.86
S08430,C,2.07
S01350,A+,3.71
S02612,A,3.52
S09495,C,2.56
S03669,B,3.26
S02222,A,3.53
S00428,A+,3.84
S00654,A+,3.86
S09914,D,1.96
S03536,B,3.37
S07737,C,2.84
S03246,A,3.54
S04741,B,3.33
S09069,C,2.94
S04100,B,3.03
S04101,B,3.46
S06960,C,2.29
S00612,A+,3.82
S04289,B,3.33
S08571,C,2.31
S09713,D,1.97
S01544,A,3.55
S09536,D,1.46
S03854,B,3.17
S00555,A+,3.69
S06366,B,3.28
S00512,A+,3.6
S03207,A,3.5
S08085,C,2.4
S00968,A+,3.8
S06044,B,3.06
S06880,C,2.71
S06776,C,2.84
S03296,A,3.51
S08702,C,2.26
S03430,A,3.51
S08871,C,2.82
S06963,C,2.6
S02089,A,3.54
S08500,C,2.6
S06163,B,3.06
S03211,A,3.52
S09201,C,2.48
S06606,C,2.59
S01110,A+,3.63
S05729,B,3.32
S07830,C,2.97
S01039,A+,3.99
S01195,A+,3.87
S04475,B,3.42
S09875,D,1.32
S02123,A,3.53
S04983,B,3.47
S08974,C,2.36
S05701,B,3.21
S00935,A+,3.82
S06102,B,3.46
S04690,B,3.14
S00395,A+,4
S04686,B,3.47
S08777,C,2.41
S09166,C,2.42
S05981,B,3.46
S09943,D,1.49
S02192,A,3.54
S01298,A+,3.95
S05045,B,3.27
S01163,A+,3.95
S04255,B,3.11
S06373,B,3.11
S01528,A,3.51
S04343,B,3.04
S02031,A,3.56
S03061,A,3.52
S00059,A+,3.92
S02406,A,3.52
S05007,B,3.16
S06158,B,3.45
S07376,C,2.54
S04507,B,3.26
S05215,B,3.44
S06030,B,3.35
S01781,A,3.5
S05448,B,3.18
S04607,B,3.42
S06915,C,2.38
S00677,A+,3.67
S03583,B,3.01
S03654,B,3.33
S07921,C,2.47
S09500,C,2.77
S02733,A,3.5
S04788,B,3.31
S02755,A,3.52
S02338,A,3.54
S03644,B,3.45
S07738,C,2.66
S05517,B,3.26
S05247,B,3.39
S00867,A+,3.7
S04448,B,3.43
S05072,B,3.37
S04882,B,3.19
S09511,D,1.2
S03003,A,3.55
S02226,A,3.56
S09057,C,2.75
S04827,B,3.49
S07622,C,2.92
S09690,D,1.52
S05501,B,3.3
S09701,D,1.6
S08479,C,2.42
S05503,B,3.07
S01211,A+,3.82
S09084,C,2.27
S02289,A,3.51
S02184,A,3.53
S02863,A,3.55
S06862,C,2.02
S02363,A,3.51
S08464,C,2.43
S06333,B,3.07
S04065,B,3.03
S09547,D,1.33
S00618,A+,3.65
S03282,A,3.5
S05227,B,3.36
S03398,A,3.57
S03066,A,3.51
S00767,A+,3.92
S07079,C,2.91
S05280,B,3.05
S04150,B,3.31
S01145,A+,3.7
S04249,B,3.4
S04111,B,3.4
S00463,A+,3.67
S02933,A,3.56
S04624,B,3.33
S03814,B,3.43
S06309,B,3.24
S04342,B,3.28
S05301,B,3.4
S06805,C,2.61
S03283,A,3.54
S02575,A,3.56
S07962,C,2.47
S07880,C,2.89
S00829,A+,3.67
S06487,B,3.38
S07600,C,2.13
S02541,A,3.54
S05747,B,3.24
S08527,C,2.28
S09567,D,1.46
S03743,B,3.09
S07499,C,2.56
S03525,B,3.02
S00021,A+,3.98
S01916,A,3.56
S06572,C,2.77
S09019,C,2.26
S02013,A,3.56
S05406,B,3.12
S01296,A+,3.69
S03746,B,3.11
S00592,A+,3.67
S01407,A+,3.75
S00222,A+,3.89
S05618,B,3.45
S06249,B,3.42
S04419,B,3.44
S00859,A+,3.98
S01784,A,3.51
S07260,C,2.51
S06857,C,2.32
S01955,A,3.57
S01747,A,3.54
S03133,A,3.5
S08037,C,2.36
S08851,C,2.29
S00995,A+,3.78
S06109,B,3.45
S00731,A+,3.59
S06975,C,2.97
S06274,B,3.19
S06752,C,2.86
S03510,B,3.21
S03534,B,3.33
S02514,A,3.52
S05437,B,3.04
S03626,B,3.37
S00466,A+,3.74
S06756,C,2.23
S06760,C,2.89
S07992,C,2.27
S00158,A+,3.86
S03961,B,3.24
S08833,C,2.76
S05471,B,3.36
S00186,A+,3.71
S01003,A+,3.89
S09509,D,1.25
S05624,B,3.44
S00401,A+,3.6
S06241,B,3.29
S08941,C,2.36
S09933,D,1.34
S07343,C,2.69
S09833,D,1.68
S08467,C,2.67
S08757,C,2.93
S07959,C,2.63
S01251,A+,3.77
S03144,A,3.5
S07431,C,2.69
S00060,A+,3.98
S07856,C,2.78
S01114,A+,3.57
S03058,A,3.54
S09570,D,1.93
S01329,A+,3.89
S04996,B,3.13
S06683,C,2.93
S02073,A,3.54
S04794,B,3.37
S06830,C,2.28
S09630,D,1.33
S08219,C,2.26
S07568,C,2.73
S05923,B,3.21
S01551,A,3.53
S01010,A+,3.74
S03756,B,3.33
S08682,C,2.29
S09343,C,2.41
S08010,C,2.16
S03861,B,3.29
S03149,A,3.55
S02520,A,3.54
S03128,A,3.56
S09085,C,2.58
S05317,B,3.46
S01196,A+,3.75
S09051,C,2.16
S00880,A+,3.92
S06990,C,2.68
S02488,A,3.54
S02841,A,3.57
S04330,B,3.35
S02931,A,3.57
S06425,B,3.29
S02486,A,3.54
S05748,B,3.47
S00884,A+,3.61
S04915,B,3.15
S06211,B,3.01
S09579,D,1.61
S00212,A+,3.64
S02276,A,3.51
S02329,A,3.52
S04951,B,3.26
S03320,A,3.55
S09835,D,1.37
S04608,B,3.11
S01439,A+,3.62
S00468,A+,3.7
S05467,B,3.2
S03330,A,3.54
S05829,B,3.19
S08608,C,2.02
S00697,A+,3.69
S07268,C,2.05
S09145,C,2.89
S08181,C,2.24
S09939,D,1.33
S01315,A+,3.78
S02302,A,3.51
S02040,A,3.56
S07109,C,2.96
S03667,B,3.06
S00915,A+,3.88
S00013,A+,3.93
S08584,C,2.84
S06428,B,3.17
S01537,A,3.56
S00737,A+,3.58
S08202,C,2.68
S08653,C,2.31
S00454,A+,3.94
S04346,B,3.43
S00928,A+,3.62
S06292,B,3.39
S08282,C,2.29
S08723,C,2.01
S06474,B,3.2
S00038,A+,3.87
S05771,B,3.1
S02555,A,3.54
S07633,C,2.68
S09999,D,1.71
S06621,C,2.7
S00941,A+,3.74
S07399,C,2.41
S06129,B,3.21
S09830,D,1.37
S02681,A,3.55
S04355,B,3.44
S03059,A,3.53
S07881,C,2.34
S00739,A+,3.72
S00539,A+,3.84
S03326,A,3.55
S04240,B,3.48
S01401,A+,3.65
S04047,B,3.02
S05138,B,3.45
S04230,B,3.46
S04192,B,3.12
S09143,C,2.55
S05539,B,3.48
S02693,A,3.56
S05341,B,3.42
S09918,D,1.84
S07671,C,2.08
S09174,C,2.35
S01808,A,3.54
S05112,B,3.01
S03990,B,3.44
S03456,A,3.56
S02908,A,3.56
S06652,C,2.99
S08288,C,2.18
S06245,B,3.3
S02698,A,3.51
S04017,B,3.2
S04340,B,3.07
S04646,B,3.39
S07740,C,2.59
S07092,C,2.21
S04693,B,3.14
S01740,A,3.53
S05407,B,3.4
S04589,B,3.05
S03126,A,3.54
S02158,A,3.56
S05334,B,3.38
S08637,C,2.85
S01826,A,3.55
S04231,B,3.28
S03488,A,3.53
S09054,C,2.2
S09769,D,1.26
S03648,B,3.49
S05903,B,3.14
S06386,B,3.43
S05639,B,3.05
S06424,B,3.37
S07827,C,2.41
S07744,C,2.74
S03013,A,3.54
S07672,C,2.96
S09549,D,1.59
S09978,D,1.51
S03081,A,3.53
S03521,B,3.16
S04979,B,3.43
S07620,C,2.62
S04348,B,3.23
S08441,C,2.05
S01347,A+,3.69
S07088,C,2.11
S08948,C,2.65
S05652,B,3.17
S08082,C,2.85
S01792,A,3.55
S07429,C,2.27
S09580,D,1.69
S09960,D,1.87
S02271,A,3.52
S09767,D,1.5
S02956,A,3.51
S03444,A,3.51
S07736,C,2.66
S00834,A+,3.73
S06499,B,3.15
S02992,A,3.57
S07793,C,2.03
S02151,A,3.54
S04023,B,3.48
S07615,C,2.2
S06124,B,3.23
S03339,A,3.51
S04344,B,3.29
S04464,B,3.07
S02376,A,3.51
S09044,C,2.05
S05571,B,3.41
S08599,C,2.93
S08504,C,2.22
S08880,C,2.34
S01887,A,3.56
S01198,A+,3.7
S06427,B,3.38
S08911,C,2.4
S02936,A,3.53
S06342,B,3.47
S01430,A+,3.81
S06307,B,3.11
S03650,B,3.43
S01938,A,3.51
S05172,B,3
S07764,C,2.78
S06393,B,3.4
S01154,A+,3.57
S06250,B,3.23
S07037,C,2.98
S04229,B,3.13
S04975,B,3.48
S06401,B,3.29
S03640,B,3.05
S03972,B,3.09
S09594,D,1.38
S03376,A,3.55
S02487,A,3.55
S06954,C,2.76
S00606,A+,3.89
S07444,C,2.96
S05928,B,3.48
S02454,A,3.55
S03609,B,3.21
S01484,A+,3.69
S04519,B,3.01
S03038,A,3.57
S09352,C,2.2
S07692,C,2.03
S04116,B,3.01
S01427,A+,3.65
S00497,A+,3.86
S03353,A,3.53
S08794,C,2.95
S00759,A+,3.74
S00838,A+,3.83
S04327,B,3.49
S02128,A,3.52
S01023,A+,3.87
S08762,C,2.63
S05614,B,3.3
S05581,B,3.48
S01058,A+,3.6
S09542,D,1.72
S06856,C,2.36
S07349,C,2.91
S09045,C,2.28
S02129,A,3.54
S02767,A,3.54
S02109,A,3.53
S03617,B,3.35
S01545,A,3.51
S06914,C,2.43
S01719,A,3.55
S07435,C,2.92
S07365,C,2.13
S06235,B,3.01
S00725,A+,3.57
S06673,C,2.45
S08029,C,2.91
S05492,B,3.25
S01128,A+,3.92
S02957,A,3.52
S05156,B,3.28
S04817,B,3.16
S06202,B,3.13
S06224,B,3.29
S08686,C,2.83
S07114,C,2.45
S05275,B,3.48
S08536,C,2.81
S03044,A,3.55
S06912,C,2.15
S00150,A+,3.92
S07574,C,2.54
S04206,B,3.1
S05493,B,3.47
S02690,A,3.53
S04221,B,3.24
S09102,C,2.63
S00842,A+,3.76
S08137,C,2.1
S06438,B,3.47
S09700,D,1.94
S06200,B,3.48
S02795,A,3.57
S07626,C,2.61
S08475,C,2.68
S07890,C,2.12
S06608,C,2.12
S09195,C,2.4
S08248,C,2.85
S01393,A+,3.97
S01922,A,3.54
S07019,C,2.75
S03622,B,3.42
S04849,B,3.37
S02292,A,3.54
S02134,A,3.51
S00551,A+,3.84
S01741,A,3.5
S05290,B,3.34
S01818,A,3.52
S04699,B,3.15
S05182,B,3.46
S03019,A,3.51
S00018,A+,3.93
S01771,A,3.55
S01889,A,3.56
S02153,A,3.54
S01643,A,3.52
S07847,C,2.66
S04194,B,3.22
S09433,C,2.21
S08899,C,2.72
S00534,A+,3.96
S00133,A+,3.65
S07723,C,2.16
S08459,C,2.7
S00965,A+,3.79
S08720,C,2.3
S06413,B,3.44
S08286,C,2.93
S07854,C,2.36
S01096,A+,3.79
S06930,C,2.45
S09255,C,2.07
S01562,A,3.54
S01671,A,3.55
S06088,B,3.38
S06670,C,2.83
S05934,B,3.05
S08830,C,2.26
S07946,C,2.62
S03509,B,3.21
S02003,A,3.53
S05867,B,3.16
S00169,A+,3.92
S02589,A,3.54
S05906,B,3.2
S09530,D,1.9
S06385,B,3.05
S07825,C,2.52
S09780,D,1.94
S04630,B,3.29
S08561,C,2.02
S09292,C,2.34
S06875,C,2.11
S06522,C,2.11
S08980,C,2.67
S06648,C,2.81
S09826,D,1.25
S00211,A+,3.84
S05279,B,3.21
S01920,A,3.53
S00719,A+,3.89
S04869,B,3.05
S07835,C,2.36
S01299,A+,3.62
S09194,C,2.08
S04618,B,3.11
S03129,A,3.55
S09796,D,1.86
S03980,B,3.27
S09925,D,1.9
S08318,C,2.32
S04394,B,3.14
S01288,A+,3.9
S04356,B,3.39
S07014,C,2.93
S03886,B,3.15
S05750,B,3.11
S09170,C,2
S02408,A,3.51
S02014,A,3.51
S05154,B,3.3
S08552,C,2.46
S04377,B,3.44
S08823,C,2.29
S04274,B,3.02
S05826,B,3.04
S06700,C,2.13
S07244,C,2.13
S00450,A+,3.82
S02228,A,3.51
S05757,B,3.11
S00811,A+,3.88
S04181,B,3.18
S09001,C,2.23
S05439,B,3.33
S07534,C,2.03
S06370,B,3.03
S08417,C,2.08
S01478,A+,3.73
S01791,A,3.56
S02009,A,3.56
S00683,A+,3.6
S02817,A,3.57
S09432,C,2.7
S03775,B,3.17
S06496,B,3.36
S08879,C,2.15
S07362,C,2.91
S08367,C,2.89
S07475,C,2.93
S00047,A+,3.81
S00031,A+,3.6
S08251,C,2.23
S06936,C,2.67
S01469,A+,3.65
S01666,A,3.55
S01417,A+,3.89
S06481,B,3.36
S04853,B,3.17
S02471,A,3.55
S04374,B,3.08
S08525,C,2.85
S00430,A+,3.89
S05245,B,3.43
S02120,A,3.54
S00386,A+,3.61
S01946,A,3.51
S04225,B,3.37
S00474,A+,3.7
S02130,A,3.55
S06557,C,2.75
S06999,C,2.36
S01056,A+,4
S03275,A,3.55
S04962,B,3.35
S05364,B,3.36
S05817,B,3.38
S00812,A+,3.91
S04574,B,3.2
S06138,B,3.1
S02389,A,3.53
S09649,D,1.33
S06226,B,3.15
S00112,A+,4
S08910,C,2.29
S01746,A,3.51
S07852,C,2.03
S01453,A+,3.8
S00320,A+,3.84
S08594,C,2.74
S03334,A,3.51
S01923,A,3.52
S05866,B,3.49
S09529,D,1.47
S03686,B,3.12
S04276,B,3.26
S04890,B,3.22
S05226,B,3.15
S07473,C,2.92
S03606,B,3.24
S01053,A+,3.6
S04157,B,3.41
S09677,D,1.92
S00100,A+,3.68
S07509,C,2.82
S01457,A+,3.9
S07689,C,2.33
S04005,B,3.31
S06867,C,2.48
S04510,B,3.31
S03300,A,3.52
S03800,B,3.16
S04282,B,3.27
S09052,C,2.01
S06463,B,3.12
S07913,C,2.04
S01415,A+,3.97
S00541,A+,3.6
S05816,B,3.08
S08200,C,2.62
S03681,B,3.28
S00755,A+,3.68
S04197,B,3.17
S02651,A,3.53
S04523,B,3.22
S09520,D,1.66
S03119,A,3.52
S03729,B,3.29
S03887,B,3.07
S07108,C,2.37
S08069,C,2.59
S07326,C,2.31
S08484,C,2.5
S08768,C,2.35
S06501,C,2.67
S08427,C,2
S07964,C,2.65
S00602,A+,3.97
S09250,C,2.58
S08920,C,2.82
S06815,C,2.82
S05412,B,3.25
S08748,C,2.69
S05523,B,3.5
S01045,A+,3.92
S07335,C,2.56
S01558,A,3.51
S03740,B,3.12
S03523,B,3.14
S00181,A+,3.64
S02116,A,3.56
S01700,A,3.56
S01380,A+,3.65
S07230,C,2.73
S09144,C,2.69
S00619,A+,3.97
S03182,A,3.56
S09852,D,1.52
S01601,A,3.54
S05964,B,3.24
S01616,A,3.53
S05921,B,3.5
S09592,D,1.27
S03892,B,3.07
S02084,A,3.53
S04575,B,3.5
S05595,B,3.41
S05122,B,3.24
S04588,B,3.33
S04903,B,3.27
S08253,C,2.56
S05917,B,3.21
S05130,B,3.1
S08335,C,2.41
S01919,A,3.56
S08331,C,2.22
S05708,B,3.03
S05385,B,3.07
S06337,B,3.18
S02055,A,3.56
S07613,C,2.24
S09210,C,2.24
S03964,B,3.08
S01127,A+,4
S03429,A,3.5
S04602,B,3.38
S03722,B,3.32
S02390,A,3.56
S01323,A+,3.65
S01604,A,3.52
S07225,C,2.02
S07426,C,2.54
S04337,B,3.46
S05594,B,3.28
S04412,B,3.23
S05859,B,3.17
S09344,C,2.85
S03992,B,3.24
S06080,B,3.26
S01560,A,3.51
S04683,B,3.44
S07558,C,2.85
S03773,B,3.2
S08780,C,2.17
S03458,A,3.55
S08384,C,2.53
S01355,A+,3.66
S00046,A+,3.63
S09873,D,1.88
S00749,A+,3.58
S07918,C,2.35
S04242,B,3.39
S05629,B,3.09
S04658,B,3
S04239,B,3.01
S03461,A,3.55
S07382,C,2.56
S05550,B,3.15
S07076,C,2.91
S05839,B,3.23
S08092,C,2.5
S05475,B,3.29
S03615,B,3.17
S07502,C,2.47
S07054,C,2.54
S07368,C,2.83
S08020,C,2.73
S09639,D,1.9
S09056,C,2.28
S00665,A+,3.62
S02320,A,3.52
S03543,B,3.35
S03678,B,3.24
S09600,D,1.66
S03092,A,3.54
S00676,A+,3.82
S08677,C,2.27
S04885,B,3.36
S08080,C,2.44
S01963,A,3.56
S01841,A,3.53
S07169,C,2.96
S09899,D,1.4
S03539,B,3.27
S08027,C,2.31
S04867,B,3.12
S04175,B,3.17
S08089,C,2.23
S04378,B,3.45
S06212,B,3.1
S04767,B,3.23
S00412,A+,3.68
S00614,A+,3.78
S06127,B,3.09
S05211,B,3.17
S01431,A+,3.64
S02426,A,3.52
S08842,C,2.73
S03834,B,3.35
S04719,B,3.15
S07186,C,2.04
S01418,A+,3.8
S07200,C,2.33
S00605,A+,3.58
S01273,A+,3.77
S03965,B,3.09
S06368,B,3.33
S08747,C,2.97
S00248,A+,3.95
S09227,C,2.38
S01983,A,3.54
S02836,A,3.5
S05376,B,3.09
S00200,A+,3.95
S00486,A+,3.73
S06084,B,3.39
S08957,C,2.58
S00456,A+,3.66
S09799,D,1.27
S08827,C,2.01
S06516,C,2.76
S01722,A,3.52
S07051,C,2.17
S06383,B,3
S08166,C,2.53
S05768,B,3.23
S05810,B,3.29
S04627,B,3.5
S00863,A+,3.72
S02095,A,3.55
S00948,A+,3.73
S05642,B,3.33
S01445,A+,3.72
S01281,A+,3.8
S03111,A,3.5
S08953,C,2.7
S07610,C,2
S05136,B,3.02
S03017,A,3.55
S02303,A,3.56
S02005,A,3.55
S04581,B,3.16
S08705,C,2.33
S01006,A+,3.95
S05139,B,3.17
S04318,B,3.39
S06559,C,2.1
S04388,B,3.19
S02133,A,3.52
S04266,B,3.39
S02058,A,3.56
S05387,B,3.36
S00230,A+,3.96
S02890,A,3.54
S04473,B,3.28
S06065,B,3.37
S07925,C,2.32
S07650,C,2.46
S08382,C,2.75
S00210,A+,3.6
S02759,A,3.55
S08472,C,2.66
S02949,A,3.53
S07117,C,2.84
S06331,B,3.09
S01729,A,3.51
S04177,B,3.22
S00338,A+,3.67
S04985,B,3.31
S06879,C,2.3
S07249,C,2.96
S08453,C,2.9
S01227,A+,3.86
S07609,C,2.7
S06828,C,2.47
S03541,B,3.24
S05869,B,3.05
S02112,A,3.57
S02692,A,3.56
S07154,C,2.41
S03708,B,3.06
S01018,A+,3.99
S08512,C,2.08
S02808,A,3.51
S05016,B,3.12
S01929,A,3.55
S00351,A+,3.88
S05174,B,3.35
S04193,B,3.31
S01935,A,3.55
S06902,C,2.65
S04824,B,3.31
S00565,A+,3.8
S01583,A,3.56
S04695,B,3.33
S02176,A,3.51
S07029,C,2.83
S04881,B,3.48
S02229,A,3.57
S01116,A+,3.67
S03127,A,3.54
S03545,B,3.29
S05049,B,3.29
S07477,C,2.15
S00822,A+,3.6
S06533,C,2.8
S02273,A,3.53
S05546,B,3.35
S00082,A+,3.88
S01324,A+,3.69
S09406,C,2.02
S01615,A,3.53
S00832,A+,3.61
S03884,B,3.33
S08642,C,2.57
S04465,B,3
S05340,B,3.12
S08067,C,2.18
S01650,A,3.57
S04066,B,3.38
S09666,D,1.81
S03039,A,3.56
S03321,A,3.56
S07144,C,2.61
S06890,C,2.57
S05093,B,3.48
S03721,B,3.26
S02424,A,3.57
S00750,A+,3.69
S05272,B,3.33
S02374,A,3.55
S04694,B,3.28
S09880,D,1.78
S08371,C,2.93
S07320,C,2.09
S04369,B,3.4
S06786,C,2.74
S07402,C,2.65
S01140,A+,3.97
S07632,C,2.03
S02232,A,3.56
S02165,A,3.56
S05218,B,3.41
S09445,C,2.12
S09238,C,2.38
S04562,B,3.31
S01571,A,3.52
S00173,A+,3.6
S07164,C,2.36
S02088,A,3.56
S04668,B,3.3
S04566,B,3.35
S07090,C,2.72
S06570,C,2.49
S04784,B,3.02
S02685,A,3.56
S01833,A,3.52
S08547,C,2.47
S05066,B,3.33
S09131,C,2.13
S09356,C,2.82
S04413,B,3.4
S07208,C,2.17
S09891,D,1.71
S00835,A+,3.76
S06822,C,2.82
S03782,B,3.07
S09013,C,2.8
S07500,C,2.34
S03425,A,3.56
S00066,A+,3.73
S02964,A,3.56
S05670,B,3.17
S08963,C,2.91
S00355,A+,3.78
S08172,C,2.82
S04031,B,3.38
S08535,C,2.07
S03652,B,3.49
S06740,C,2.21
S03298,A,3.5
S04128,B,3.13
S08044,C,2.07
S04768,B,3.24
S00473,A+,3.84
S03762,B,3.05
S08618,C,2.32
S03567,B,3.46
S02761,A,3.54
S00869,A+,3.89
S09383,C,2.78
S08689,C,2.47
S04053,B,3.15
S06131,B,3.12
S03245,A,3.56
S04843,B,3.08
S09331,C,2.3
S05641,B,3.24
S05781,B,3.42
S08541,C,2.84
S01076,A+,3.72
S02958,A,3.55
S06753,C,2.46
S08658,C,2.47
S07273,C,2.13
S04760,B,3.24
S04863,B,3.34
S07026,C,2.32
S07648,C,2.09
S07162,C,2.6
S00074,A+,3.93
S04902,B,3.43
S04376,B,3.39
S06699,C,2.92
S09806,D,1.29
S01102,A+,3.64
S09538,D,1.42
S07656,C,2.95
S05236,B,3.06
S05166,B,3.23
S00119,A+,3.76
S02023,A,3.51
S09886,D,1.96
S02639,A,3.54
S02035,A,3.54
S02565,A,3.53
S08666,C,2.51
S03544,B,3.44
S01220,A+,3.84
S09715,D,1.63
S06712,C,2.27
S02904,A,3.56
S03027,A,3.5
S02511,A,3.54
S04202,B,3.2
S03208,A,3.56
S04490,B,3.21
S02756,A,3.53
S08890,C,2.58
S00178,A+,3.75
S01644,A,3.51
S09293,C,2.38
S03519,B,3.25
S01375,A+,3.63
S01721,A,3.57
S03996,B,3.33
S03689,B,3.46
S02265,A,3.56
S00088,A+,3.58
S02849,A,3.57
S08688,C,2.11
S00404,A+,3.72
S09901,D,1.87
S04078,B,3.19
S06836,C,2.1
S06538,C,2.16
S02457,A,3.51
S02752,A,3.56
S02215,A,3.55
S01028,A+,3.8
S09704,D,1.67
S01422,A+,3.88
S02437,A,3.54
S04278,B,3.24
S09610,D,1.4
S01279,A+,3.92
S06221,B,3
S04908,B,3.17
S05065,B,3.25
S01979,A,3.53
S01062,A+,3.8
S05015,B,3.29
S04536,B,3.26
S06994,C,2.83
S09254,C,2.94
S01503,A,3.51
S08569,C,2.17
S09315,C,2.83
S08837,C,2.76
S08921,C,2.18
S04919,B,3.05
S00679,A+,3.88
S05077,B,3.28
S08065,C,2.92
S07569,C,2.14
S00103,A+,3.88
S00958,A+,3.94
S08557,C,2.62
S03786,B,3.13
S09631,D,1.24
S07174,C,2.41
S04044,B,3.39
S02649,A,3.52
S06001,B,3.24
S07928,C,2.5
S02827,A,3.54
S04095,B,3.39
S07775,C,2.13
S09259,C,2.19
S08114,C,2.65
S04773,B,3.33
S01948,A,3.53
S06110,B,3.11
S02300,A,3.55
S07845,C,2.44
S04383,B,3.26
S05426,B,3.05
S06772,C,2.94
S08579,C,2.04
S04292,B,3.36
S00529,A+,3.77
S01234,A+,3.83
S00780,A+,3.61
S05860,B,3.26
S03060,A,3.51
S08588,C,2.96
S01861,A,3.51
S08439,C,2.78
S07404,C,2.9
S04640,B,3.4
S04251,B,3.04
S01993,A,3.52
S07380,C,2.1
S07306,C,2.1
S05304,B,3.15
S08193,C,2.02
S07448,C,2.43
S02472,A,3.54
S07198,C,2.1
S05313,B,3.17
S09036,C,2.53
S01397,A+,3.59
S04003,B,3.11
S05372,B,3
S03236,A,3.52
S01043,A+,3.97
S03299,A,3.57
S07257,C,2.89
S00258,A+,3.79
S07287,C,2.11
S08617,C,2.51
S07817,C,2.72
S05844,B,3.37
S02090,A,3.53
S07703,C,2.53
S00504,A+,3.66
S05266,B,3.18
S08815,C,2.27
S01346,A+,3.86
S08456,C,2.43
S05047,B,3.2
S02249,A,3.55
S04982,B,3.4
S00373,A+,3.64
S08455,C,2.58
S03371,A,3.55
S02007,A,3.53
S03657,B,3.5
S08328,C,2.2
S07522,C,2.7
S04002,B,3.19
S06073,B,3.31
S08737,C,2.07
S00998,A+,3.81
S08180,C,2.63
S03291,A,3.54
S01177,A+,3.76
S00552,A+,3.84
S00745,A+,3.73
S07224,C,2.64
S04555,B,3.44
S02860,A,3.55
S08821,C,2.93
S03460,A,3.56
S02725,A,3.55
S06848,C,2.11
S07616,C,2.73
S07548,C,2.27
S09175,C,2.25
S06394,B,3.1
S05359,B,3.11
S09489,C,2.98
S02969,A,3.51
S00694,A+,3.92
S02534,A,3.51
S06400,B,3.14
S00983,A+,3.91
S05365,B,3.28
S00080,A+,3.69
S04054,B,3.27
S06259,B,3.22
S09577,D,1.89
S09026,C,2.65
S03108,A,3.56
S03602,B,3.15
S06074,B,3.03
S08127,C,2.32
S02143,A,3.55
S06311,B,3.23
S02269,A,3.51
S00446,A+,3.86
S04884,B,3.13
S04467,B,3.06
S09027,C,2.38
S06633,C,2.34
S03317,A,3.53
S01702,A,3.54
S02527,A,3.53
S00069,A+,3.93
S01169,A+,3.95
S00049,A+,3.95
S01054,A+,3.64
S04030,B,3.19
S00881,A+,3.74
S02652,A,3.55
S07760,C,2.89
S02440,A,3.52
S04925,B,3.12
S01468,A+,3.82
S07293,C,2.17
S05036,B,3.08
S02442,A,3.55
S06555,C,2.73
S00231,A+,3.74
S01321,A+,3.6
S00042,A+,3.59
S00778,A+,3.88
S08951,C,2.21
S08405,C,2.97
S01730,A,3.57
S03911,B,3.27
S00580,A+,3.9
S09942,D,1.71
S05840,B,3.38
S08272,C,2.41
S07276,C,2.11
S01492,A+,3.68
S09110,C,2.73
S05611,B,3.12
S00062,A+,3.82
S05472,B,3.43
S03906,B,3.44
S06532,C,2.82
S00403,A+,3.82
S00333,A+,3.78
S02085,A,3.56
S09558,D,1.28
S00165,A+,3.69
S04380,B,3.06
S02716,A,3.51
S08924,C,2.46
S07347,C,2.04
S05454,B,3.07
S07047,C,2.87
S01335,A+,3.91
S08699,C,2.21
S01660,A,3.55
S03579,B,3.13
S00754,A+,3.79
S06585,C,2.9
S00707,A+,3.82
S03015,A,3.5
S08559,C,2.5
S09876,D,1.56
S09583,D,1.24
S08929,C,2.91
S09557,D,1.23
